job_title,job_category,salary_in_usd,experience_level,employment_type,work_setting,neighbourhood_group,neighbourhood,rent,latitude,longitude,amenity,amenity_value
Business Intelligence Analyst,BI and Visualization,100000.0,Senior,Full-time,Remote,Manhattan,Kips Bay,2990.0,40.73864,-73.98187,has_gym,0.0
Data Engineer,Data Engineering,100000.0,Mid-level,Full-time,Remote,Manhattan,Harlem,3500.0,40.81427383422852,-73.95240783691406,has_doorman,0.0
Data Engineer,Data Engineering,118575.0,Senior,Full-time,Remote,Manhattan,Lower East Side,3700.0,40.71974,-73.98924,has_doorman,1.0
Applied Scientist,Data Science and Research,184000.0,Senior,Full-time,Remote,Brooklyn,Crown Heights,3700.0,40.67697,-73.96323,has_doorman,0.0
Analytics Engineer,Leadership and Management,200000.0,Senior,Full-time,Remote,Manhattan,Washington Heights,4700.0,40.83456,-73.94344,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,226600.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4400.0,40.7199,-73.95519,has_elevator,1.0
Research Engineer,Data Science and Research,67672.0,Mid-level,Full-time,Remote,Manhattan,West Village,3895.0,40.73317,-74.00356,has_dishwasher,0.0
Data Scientist,Data Science and Research,185900.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5325.0,40.68216,-73.94594,has_washer_dryer,0.0
Research Engineer,Data Science and Research,257400.0,Mid-level,Full-time,In-person,Manhattan,Harlem,5195.0,40.81469,-73.94324,bathrooms,1.0
Machine Learning Engineer,Machine Learning and AI,140000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,12195.0,40.69348,-73.91892,has_dishwasher,0.0
Research Scientist,Data Science and Research,120000.0,Senior,Full-time,Remote,Brooklyn,East Flatbush,18000.0,40.65449,-73.94244,no_fee,0.0
Data Scientist,Data Science and Research,139000.0,Senior,Full-time,In-person,Manhattan,Lower East Side,1500.0,40.72043,-73.98155,size_sqft,400.0
Data Analyst,Data Analysis,73000.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,3800.0,40.66971,-73.94479,has_dishwasher,0.0
Research Scientist,Data Science and Research,283050.0,Senior,Full-time,In-person,Brooklyn,Carroll Gardens,2595.0,40.67813,-74.00062,has_dishwasher,0.0
Data Scientist,Data Science and Research,90000.0,Mid-level,Full-time,In-person,Manhattan,East Harlem,6800.0,40.80231,-73.93883,bathrooms,2.0
Business Intelligence Engineer,BI and Visualization,202800.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,3250.0,40.70586,-73.94931,has_doorman,1.0
Data Scientist,Data Science and Research,189750.0,Senior,Full-time,Remote,Manhattan,Chelsea,3400.0,40.7416,-73.99752,size_sqft,831.0
Data Engineer,Data Engineering,159000.0,Senior,Full-time,In-person,Manhattan,Harlem,2750.0,40.82553,-73.94511,bedrooms,2.0
BI Developer,BI and Visualization,167500.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2499.0,40.68462,-73.93839,has_roofdeck,1.0
Data Scientist,Data Science and Research,230000.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,5250.0,40.68774,-73.93654,floor,35.0
Data Analyst,Data Analysis,138900.0,Senior,Full-time,In-person,Manhattan,West Village,9855.0,40.73183,-74.00649,floor,4.0
Machine Learning Engineer,Machine Learning and AI,126500.0,Senior,Full-time,In-person,Manhattan,Lower East Side,3800.0,40.7191,-73.9834,size_sqft,655.0
Data Engineer,Data Engineering,200000.0,Senior,Full-time,Remote,Manhattan,West Village,2975.0,40.73682,-74.0007,has_roofdeck,0.0
Business Intelligence Analyst,BI and Visualization,90400.0,Senior,Full-time,In-person,Manhattan,Harlem,2895.0,40.80794,-73.95485,has_patio,0.0
Data Engineer,Data Engineering,124935.0,Senior,Full-time,In-person,Brooklyn,Park Slope,3905.0,40.6755,-73.98137,size_sqft,809.0
Business Intelligence Engineer,BI and Visualization,185000.0,Senior,Full-time,In-person,Manhattan,Washington Heights,4995.0,40.85234,-73.93822,has_washer_dryer,0.0
Data Scientist,Data Science and Research,73824.0,Mid-level,Full-time,In-person,Manhattan,Harlem,8500.0,40.82613,-73.94484,floor,10.0
Data Engineer,Data Engineering,195800.0,Senior,Full-time,In-person,Manhattan,Battery Park City,9000.0,40.71051,-74.01724,floor,9.0
Data Analyst,Data Analysis,175000.0,Senior,Full-time,Remote,Manhattan,Kips Bay,3800.0,40.74002,-73.9802,no_fee,1.0
Data Scientist,Data Science and Research,92900.0,Senior,Full-time,In-person,Manhattan,West Village,2800.0,40.73146,-74.00448,floor,5.0
Research Engineer,Data Science and Research,240000.0,Senior,Full-time,In-person,Brooklyn,Prospect-Lefferts Gardens,4330.0,40.66057,-73.95699,bathrooms,1.0
Machine Learning Engineer,Machine Learning and AI,175000.0,Senior,Full-time,Remote,Manhattan,Midtown,18000.0,40.75973,-73.96415,floor,2.0
Data Engineer,Data Engineering,123000.0,Senior,Full-time,In-person,Manhattan,East Village,3400.0,40.72264,-73.98157,has_patio,1.0
Head of Data,Leadership and Management,329500.0,Executive,Full-time,Remote,Brooklyn,South Slope,3975.0,40.66627,-73.98801,has_doorman,0.0
Data Manager,Leadership and Management,130000.0,Senior,Full-time,In-person,Brooklyn,Flatbush,2390.0,40.64889,-73.96501,no_fee,0.0
Data Engineer,Data Engineering,226700.0,Senior,Full-time,In-person,Manhattan,Washington Heights,2995.0,40.83253,-73.94108,has_patio,0.0
Data Analyst,Data Analysis,180000.0,Senior,Full-time,Remote,Manhattan,Civic Center,3800.0,40.71354,-74.00511,has_elevator,0.0
Data Scientist,Data Science and Research,81500.0,Senior,Full-time,In-person,Queens,Astoria,3800.0,40.76456,-73.91749,has_dishwasher,0.0
Data Engineer,Data Engineering,171500.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,4995.0,40.68048,-73.93938,has_roofdeck,0.0
Data Engineer,Data Engineering,220000.0,Senior,Full-time,In-person,Brooklyn,Gowanus,3840.0,40.67788,-73.98327,min_to_subway,4.0
Data Lead,Leadership and Management,222000.0,Executive,Full-time,In-person,Bronx,Port Morris,3100.0,40.80056,-73.91306,min_to_subway,2.0
Machine Learning Scientist,Machine Learning and AI,280000.0,Senior,Full-time,Remote,Manhattan,Inwood,7800.0,40.86275,-73.92891,bathrooms,2.0
Data Analyst,Data Analysis,120000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,7995.0,40.76425,-73.98475,bathrooms,2.0
Data Analyst,Data Analysis,138240.0,Senior,Full-time,Remote,Brooklyn,Boerum Hill,4450.0,40.68826,-73.98558,bedrooms,3.0
Data Engineer,Data Engineering,88000.0,Entry-level,Full-time,In-person,Brooklyn,Prospect-Lefferts Gardens,2300.0,40.65517,-73.96083,has_gym,0.0
Research Engineer,Data Science and Research,115607.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5895.0,40.68064,-73.94039,has_washer_dryer,0.0
Machine Learning Scientist,Machine Learning and AI,108308.0,Senior,Full-time,Remote,Manhattan,East Village,4800.0,40.73028,-73.98326,has_elevator,0.0
Applied Scientist,Data Science and Research,192000.0,Senior,Full-time,Remote,Manhattan,Midtown,4000.0,40.75266,-73.96641,has_gym,0.0
Data Analyst,Data Analysis,71615.0,Entry-level,Full-time,In-person,Manhattan,Washington Heights,2700.0,40.834026,-73.939507,floor,4.0
Machine Learning Researcher,Machine Learning and AI,212000.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2600.0,40.78615,-73.97394,has_roofdeck,1.0
Data Engineer,Data Engineering,60000.0,Senior,Full-time,Remote,Manhattan,East Harlem,2895.0,40.79647,-73.93817,has_gym,0.0
Research Engineer,Data Science and Research,130000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,2995.0,40.71685,-73.96137,has_dishwasher,1.0
Data Scientist,Data Science and Research,110000.0,Entry-level,Full-time,In-person,Manhattan,Chelsea,6950.0,40.74734,-73.9931,has_dishwasher,0.0
Research Scientist,Data Science and Research,278700.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,3790.0,40.73756,-73.9535,bedrooms,1.0
Research Scientist,Data Science and Research,145900.0,Senior,Full-time,In-person,Manhattan,Lower East Side,7995.0,40.72074,-73.98944,size_sqft,1286.0
Data Analyst,Data Analysis,140000.0,Senior,Full-time,Remote,Manhattan,Harlem,5780.0,40.80687,-73.95333,floor,12.0
Data Lead,Leadership and Management,115000.0,Mid-level,Full-time,Remote,Manhattan,Kips Bay,7950.0,40.73979,-73.98016,has_roofdeck,0.0
Applied Scientist,Data Science and Research,136000.0,Mid-level,Full-time,In-person,Queens,Ditmars Steinway,3600.0,40.77727,-73.91761,min_to_subway,3.0
Machine Learning Engineer,Machine Learning and AI,224400.0,Senior,Full-time,In-person,Manhattan,East Harlem,6920.0,40.79544,-73.94836,floor,9.0
Machine Learning Engineer,Machine Learning and AI,132300.0,Senior,Full-time,In-person,Manhattan,Midtown,5275.0,40.75262,-73.97451,has_roofdeck,0.0
Machine Learning Engineer,Machine Learning and AI,176000.0,Senior,Full-time,In-person,Manhattan,Chelsea,3800.0,40.74085,-74.00339,has_roofdeck,0.0
Data Engineer,Data Engineering,280000.0,Senior,Full-time,In-person,Queens,Briarwood,1750.0,40.70552,-73.81527,floor,2.0
Research Scientist,Data Science and Research,252990.0,Entry-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,4700.0,40.69863,-73.94397,no_fee,1.0
Data Analyst,Data Analysis,150000.0,Senior,Full-time,In-person,Manhattan,Flatiron District,7650.0,40.74084,-73.99247,has_gym,0.0
Data Scientist,Data Science and Research,210000.0,Senior,Full-time,Remote,Manhattan,Hell's Kitchen,10750.0,40.75742,-73.99342,no_fee,0.0
Machine Learning Engineer,Machine Learning and AI,220000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,4500.0,40.78218,-73.94827,has_roofdeck,0.0
Data Analyst,Data Analysis,95400.0,Mid-level,Full-time,Remote,Manhattan,East Village,9850.0,40.72312,-73.98351,has_roofdeck,1.0
Machine Learning Engineer,Machine Learning and AI,240000.0,Senior,Full-time,Remote,Brooklyn,Greenpoint,3550.0,40.7269,-73.94198,no_fee,1.0
Data Scientist,Data Science and Research,140000.0,Senior,Full-time,In-person,Queens,Bayside,6250.0,40.76763,-73.77003,bedrooms,1.0
Head of Data,Leadership and Management,246080.0,Executive,Full-time,In-person,Brooklyn,Greenpoint,1450.0,40.73632,-73.95543,building_age_yrs,79.0
Machine Learning Engineer,Machine Learning and AI,294000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3450.0,40.6805,-73.94885,has_roofdeck,0.0
Data Scientist,Data Science and Research,73100.0,Entry-level,Full-time,Remote,Brooklyn,Greenpoint,7500.0,40.73756,-73.9535,has_washer_dryer,0.0
Data Scientist,Data Science and Research,297300.0,Senior,Full-time,Remote,Manhattan,Upper West Side,3300.0,40.80207,-73.97048,has_patio,0.0
Data Engineer,Data Engineering,130000.0,Senior,Full-time,Remote,Manhattan,Gramercy,2850.0,40.73671,-73.98654,has_washer_dryer,0.0
Data Scientist,Data Science and Research,120000.0,Senior,Full-time,In-person,Brooklyn,Cobble Hill,4950.0,40.68759,-73.99754,has_gym,0.0
Machine Learning Scientist,Machine Learning and AI,180000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3450.0,40.68259,-73.92357,bathrooms,1.0
Data Analyst,Data Analysis,180400.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2900.0,40.78186,-73.97849,no_fee,1.0
Machine Learning Engineer,Machine Learning and AI,262000.0,Senior,Full-time,In-person,Manhattan,Kips Bay,3750.0,40.74476,-73.97837,has_patio,0.0
Business Intelligence Engineer,BI and Visualization,165600.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4800.0,40.71075,-73.95773,has_elevator,0.0
Business Intelligence Specialist,BI and Visualization,259900.0,Senior,Full-time,In-person,Manhattan,East Village,4395.0,40.7263,-73.98781,min_to_subway,4.0
Data Scientist,Data Science and Research,55368.0,Mid-level,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3090.0,40.69141,-73.94652,floor,3.0
Data Scientist,Data Science and Research,165000.0,Senior,Full-time,In-person,Manhattan,Harlem,4584.0,40.80181,-73.95546,floor,5.0
Data Engineer,Data Engineering,75000.0,Senior,Full-time,In-person,Manhattan,Washington Heights,3475.0,40.83608,-73.93854,has_dishwasher,0.0
Business Intelligence Engineer,BI and Visualization,185000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,1750.0,40.71085,-73.96672,has_washer_dryer,0.0
Machine Learning Engineer,Machine Learning and AI,140100.0,Senior,Full-time,In-person,Brooklyn,Bushwick,3645.0,40.68855,-73.91502,has_roofdeck,1.0
Data Engineer,Data Engineering,103000.0,Mid-level,Full-time,In-person,Manhattan,East Village,13975.0,40.7282,-73.9834,building_age_yrs,31.0
Data Scientist,Data Science and Research,167000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,1950.0,40.67231,-73.97878,has_doorman,0.0
Machine Learning Engineer,Machine Learning and AI,226600.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4134.0,40.71266,-73.95059,has_patio,0.0
Machine Learning Engineer,Machine Learning and AI,160000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,3600.0,40.77574,-73.9524,has_roofdeck,1.0
Data Scientist,Data Science and Research,172900.0,Senior,Full-time,Remote,Manhattan,Harlem,7900.0,40.82404,-73.94459,has_roofdeck,0.0
Data Engineer,Data Engineering,121000.0,Senior,Full-time,In-person,Brooklyn,Fort Greene,3000.0,40.68646,-73.97548,bedrooms,1.0
Machine Learning Engineer,Machine Learning and AI,225000.0,Senior,Full-time,In-person,Manhattan,Washington Heights,4100.0,40.83518,-73.94695,no_fee,1.0
Data Engineer,Data Engineering,123000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3000.0,40.68678,-73.95372,has_dishwasher,0.0
Data Engineer,Data Engineering,139700.0,Senior,Full-time,In-person,Manhattan,Harlem,3495.0,40.80335,-73.95151,size_sqft,450.0
Data Engineer,Data Engineering,70000.0,Mid-level,Full-time,Remote,Brooklyn,Williamsburg,1600.0,40.71137,-73.9465,has_roofdeck,0.0
Data Scientist,Data Science and Research,160000.0,Senior,Full-time,In-person,Manhattan,East Village,3753.0,40.73078,-73.98674,floor,10.0
Data Engineer,Data Engineering,43064.0,Mid-level,Full-time,Remote,Manhattan,Lower East Side,7246.0,40.71801,-73.99099,has_gym,0.0
Data Analyst,Data Analysis,175000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,2595.0,40.77388,-73.9508,building_age_yrs,116.0
Data Product Owner,Leadership and Management,73824.0,Mid-level,Full-time,In-person,Brooklyn,Gravesend,5668.0,40.60602,-73.97076,has_patio,0.0
Data Scientist,Data Science and Research,324000.0,Senior,Full-time,In-person,Manhattan,West Village,6495.0,40.73533,-74.00268,no_fee,1.0
Data Analyst,Data Analysis,250000.0,Mid-level,Full-time,In-person,Manhattan,Little Italy,2450.0,40.71997,-73.99615,floor,4.0
Data Scientist,Data Science and Research,202000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,4375.0,40.76027,-73.99081,bedrooms,1.0
Business Intelligence Specialist,BI and Visualization,109238.0,Mid-level,Full-time,In-person,Manhattan,East Harlem,2995.0,40.78762,-73.95239,no_fee,0.0
Data Analyst,Data Analysis,80000.0,Senior,Full-time,Remote,Brooklyn,South Slope,4875.0,40.66562,-73.98385,bedrooms,1.0
Machine Learning Engineer,Machine Learning and AI,200000.0,Senior,Full-time,Remote,Queens,Woodhaven,2400.0,40.69412,-73.86265,has_roofdeck,0.0
Research Scientist,Data Science and Research,150000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,5792.0,40.7675,-73.98421,bedrooms,2.0
Data Analyst,Data Analysis,75000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,12500.0,40.70474,-73.9272,has_gym,0.0
AI Engineer,Machine Learning and AI,372000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3395.0,40.68645,-73.92339,bathrooms,1.0
Data Analyst,Data Analysis,110000.0,Mid-level,Full-time,Remote,Manhattan,Harlem,2300.0,40.79963,-73.95506,building_age_yrs,30.0
Data Engineer,Data Engineering,158400.0,Mid-level,Full-time,In-person,Manhattan,Greenwich Village,3645.0,40.72945,-73.99931,has_gym,0.0
Data Engineer,Data Engineering,103000.0,Mid-level,Full-time,In-person,Manhattan,East Village,13975.0,40.7282,-73.9834,no_fee,0.0
Data Manager,Leadership and Management,73500.0,Mid-level,Full-time,In-person,Manhattan,Gramercy,3150.0,40.7337,-73.98268,has_doorman,0.0
Data Analyst,Data Analysis,127075.0,Mid-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,8800.0,40.68062,-73.93753,no_fee,0.0
Data Architect,Data Architecture and Modeling,110000.0,Mid-level,Full-time,Remote,Manhattan,Upper West Side,2700.0,40.79292,-73.97089,bathrooms,1.0
Applied Scientist,Data Science and Research,136000.0,Mid-level,Full-time,In-person,Brooklyn,Prospect Heights,7300.0,40.68206,-73.97159,has_washer_dryer,0.0
Data Analyst,Data Analysis,127876.0,Senior,Full-time,Remote,Brooklyn,Bushwick,1925.0,40.69838,-73.92995,bedrooms,1.0
Machine Learning Engineer,Machine Learning and AI,340000.0,Senior,Full-time,In-person,Brooklyn,Clinton Hill,3000.0,40.69646,-73.96886,has_patio,0.0
Data Engineer,Data Engineering,167500.0,Senior,Full-time,In-person,Manhattan,East Village,3900.0,40.72296,-73.98383,floor,6.0
Data Engineer,Data Engineering,155000.0,Mid-level,Full-time,In-person,Brooklyn,Prospect Heights,7195.0,40.68022,-73.97457,min_to_subway,5.0
Research Scientist,Data Science and Research,202350.0,Senior,Full-time,In-person,Brooklyn,Bushwick,2500.0,40.70125,-73.92877,min_to_subway,8.0
Data Analyst,Data Analysis,150000.0,Senior,Full-time,Remote,Brooklyn,Prospect-Lefferts Gardens,6200.0,40.66077,-73.9569,min_to_subway,1.0
Data Engineer,Data Engineering,103000.0,Senior,Full-time,In-person,Manhattan,Lower East Side,3786.0,40.71478,-73.9883,floor,7.0
Machine Learning Engineer,Machine Learning and AI,176000.0,Senior,Full-time,In-person,Manhattan,Harlem,4175.0,40.81355,-73.94335,has_doorman,0.0
Research Engineer,Data Science and Research,133000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3400.0,40.68413,-73.92546,has_dishwasher,0.0
Data Analyst,Data Analysis,85700.0,Senior,Full-time,In-person,Manhattan,West Village,8100.0,40.73098,-74.004822,has_dishwasher,0.0
Data Scientist,Data Science and Research,172256.0,Senior,Full-time,Remote,Brooklyn,Crown Heights,9995.0,40.67128,-73.94307,has_dishwasher,0.0
Data Scientist,Data Science and Research,185900.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5325.0,40.68216,-73.94594,has_doorman,0.0
Data Scientist,Data Science and Research,166000.0,Senior,Full-time,Remote,Manhattan,Midtown,2250.0,40.76416,-73.9753,size_sqft,500.0
Analytics Engineer,Leadership and Management,250000.0,Executive,Full-time,Remote,Brooklyn,Greenpoint,3100.0,40.73778,-73.95366,size_sqft,520.0
Data Scientist,Data Science and Research,219000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,2625.0,40.71294,-73.94461,has_doorman,0.0
Data Engineer,Data Engineering,300000.0,Senior,Full-time,In-person,Queens,Astoria,10500.0,40.76869,-73.9201,has_dishwasher,0.0
Data Engineer,Data Engineering,131000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,9500.0,40.78069,-73.95089,has_washer_dryer,1.0
Data Analyst,Data Analysis,75000.0,Entry-level,Full-time,In-person,Manhattan,East Harlem,2195.0,40.78778,-73.94759,has_roofdeck,0.0
Data Engineer,Data Engineering,103000.0,Senior,Full-time,In-person,Manhattan,Lower East Side,3786.0,40.71478,-73.9883,building_age_yrs,44.0
Data Scientist,Data Science and Research,265000.0,Senior,Full-time,Remote,Brooklyn,Carroll Gardens,4500.0,40.68234,-73.9932,bathrooms,1.0
Machine Learning Engineer,Machine Learning and AI,192000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,2299.0,40.69063,-73.92466,has_roofdeck,0.0
Machine Learning Infrastructure Engineer,Machine Learning and AI,145000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,6000.0,40.77116,-73.95685,no_fee,0.0
Data Scientist,Data Science and Research,123000.0,Senior,Full-time,In-person,Manhattan,Chelsea,2712.0,40.74195,-73.99601,has_doorman,0.0
Data Analyst,Data Analysis,49000.0,Mid-level,Full-time,In-person,Queens,Rego Park,2595.0,40.73068,-73.85823,has_gym,0.0
Research Scientist,Data Science and Research,225000.0,Senior,Full-time,In-person,Manhattan,Murray Hill,2200.0,40.74793,-73.97887,bedrooms,1.0
Data Operations Engineer,Data Quality and Operations,65000.0,Senior,Full-time,In-person,Manhattan,East Harlem,5740.0,40.79179,-73.94828,has_doorman,0.0
Data Engineer,Data Engineering,170000.0,Senior,Full-time,In-person,Manhattan,Upper West Side,3200.0,40.79963,-73.95981,floor,5.0
Data Engineer,Data Engineering,49216.0,Mid-level,Full-time,In-person,Brooklyn,Fort Greene,11500.0,40.68675,-73.97839,size_sqft,1750.0
Data Engineer,Data Engineering,58400.0,Senior,Full-time,In-person,Manhattan,Flatiron District,3945.0,40.742886,-73.9907,size_sqft,609.0
Data Architect,Data Architecture and Modeling,175000.0,Senior,Full-time,Remote,Manhattan,Chelsea,2650.0,40.74168,-74.0008,has_dishwasher,0.0
Data Analyst,Data Analysis,192000.0,Senior,Full-time,Remote,Manhattan,Harlem,5900.0,40.81141,-73.93975,has_washer_dryer,0.0
Research Scientist,Data Science and Research,212800.0,Senior,Full-time,In-person,Manhattan,Midtown,4500.0,40.75053,-73.98094,has_gym,0.0
BI Data Analyst,Data Analysis,85000.0,Entry-level,Full-time,Remote,Manhattan,Hell's Kitchen,3950.0,40.7666,-73.98475,has_roofdeck,0.0
Applied Scientist,Data Science and Research,230000.0,Senior,Full-time,Remote,Bronx,Unionport,3800.0,40.82914,-73.85473,has_roofdeck,0.0
Data Science Manager,Data Science and Research,272400.0,Senior,Full-time,In-person,Brooklyn,Brighton Beach,3000.0,40.5791,-73.95726,has_elevator,1.0
Data Scientist,Data Science and Research,168000.0,Senior,Full-time,Remote,Brooklyn,Prospect-Lefferts Gardens,3500.0,40.65682,-73.96127,size_sqft,710.0
Data Scientist,Data Science and Research,190200.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2650.0,40.7751,-73.98595,size_sqft,482.0
Data Engineer,Data Engineering,240000.0,Senior,Full-time,In-person,Queens,Glendale,5500.0,40.70614,-73.89441,min_to_subway,3.0
Machine Learning Engineer,Machine Learning and AI,173300.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,5400.0,40.70364,-73.93484,size_sqft,855.0
Data Engineer,Data Engineering,110736.0,Senior,Full-time,In-person,Brooklyn,Park Slope,6853.0,40.67526,-73.97803,bedrooms,2.0
Research Analyst,Data Science and Research,135960.0,Senior,Full-time,In-person,Manhattan,East Harlem,3750.0,40.79808,-73.94565,no_fee,0.0
Data Engineer,Data Engineering,84000.0,Senior,Full-time,Remote,Manhattan,Hell's Kitchen,3350.0,40.75378,-73.99633,no_fee,1.0
Machine Learning Engineer,Machine Learning and AI,296400.0,Senior,Full-time,In-person,Manhattan,Two Bridges,1850.0,40.71101,-73.99518,no_fee,1.0
Machine Learning Engineer,Machine Learning and AI,190000.0,Mid-level,Full-time,In-person,Brooklyn,Flatbush,5995.0,40.64825,-73.9602,has_gym,0.0
Data Analyst,Data Analysis,80000.0,Mid-level,Full-time,Remote,Manhattan,Harlem,4506.0,40.80631,-73.95579,has_doorman,0.0
Research Scientist,Data Science and Research,124100.0,Senior,Full-time,In-person,Manhattan,SoHo,4500.0,40.72084,-73.99775,has_doorman,1.0
Data Science Consultant,Data Science and Research,157550.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,2300.0,40.72275,-73.94088,floor,6.0
Data Scientist,Data Science and Research,254000.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,3970.0,40.72119,-73.95279,has_dishwasher,0.0
Data Scientist,Data Science and Research,180000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,15000.0,40.78158,-73.94808,has_gym,1.0
Data Engineer,Data Engineering,259000.0,Senior,Full-time,In-person,Manhattan,Upper West Side,3675.0,40.80352,-73.96551,has_gym,0.0
Data Engineer,Data Engineering,111000.0,Senior,Full-time,Remote,Manhattan,Harlem,2975.0,40.82996,-73.9453,size_sqft,700.0
Business Data Analyst,Data Analysis,78000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,3650.0,40.6869,-73.97713,has_gym,0.0
Machine Learning Engineer,Machine Learning and AI,241300.0,Senior,Full-time,In-person,Manhattan,Gramercy,6200.0,40.73481,-73.98422,bathrooms,2.0
Machine Learning Engineer,Machine Learning and AI,208000.0,Senior,Full-time,Remote,Brooklyn,Bushwick,11000.0,40.70228,-73.9166,has_washer_dryer,1.0
Data Engineer,Data Engineering,150000.0,Mid-level,Full-time,Remote,Manhattan,Chelsea,2700.0,40.74363,-73.9961,no_fee,1.0
Machine Learning Engineer,Machine Learning and AI,238000.0,Senior,Full-time,In-person,Queens,Astoria,2395.0,40.76944,-73.91939,size_sqft,390.0
Data Quality Analyst,Data Quality and Operations,65000.0,Mid-level,Full-time,Remote,Manhattan,Upper West Side,10200.0,40.79536,-73.9756,min_to_subway,3.0
Data Analyst,Data Analysis,109900.0,Entry-level,Full-time,In-person,Brooklyn,Sunset Park,4350.0,40.65724,-73.99919,has_dishwasher,0.0
Data Analyst,Data Analysis,70000.0,Senior,Full-time,In-person,Manhattan,Chelsea,4100.0,40.73999,-74.00142,has_elevator,1.0
Data Analyst,Data Analysis,75000.0,Mid-level,Full-time,In-person,Brooklyn,Crown Heights,1450.0,40.67083,-73.94944,floor,1.0
Data Analyst,Data Analysis,129000.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,3550.0,40.69171,-73.95997,has_dishwasher,1.0
Data Scientist,Data Science and Research,138000.0,Senior,Full-time,Remote,Brooklyn,Flatbush,4800.0,40.64909,-73.96118,has_dishwasher,0.0
Machine Learning Engineer,Machine Learning and AI,204500.0,Mid-level,Full-time,In-person,Brooklyn,Greenpoint,2450.0,40.73094,-73.95484,floor,2.0
Machine Learning Scientist,Machine Learning and AI,147648.0,Senior,Full-time,In-person,Staten Island,Huguenot,3795.0,40.54153,-74.16442,bathrooms,2.0
Data Science Engineer,Data Science and Research,180000.0,Senior,Full-time,Remote,Manhattan,Harlem,2400.0,40.82236,-73.9478,size_sqft,508.0
Data Analyst,Data Analysis,106000.0,Senior,Full-time,Remote,Brooklyn,Borough Park,11500.0,40.60971,-73.97405,has_roofdeck,0.0
AI Engineer,Machine Learning and AI,220000.0,Senior,Full-time,In-person,Manhattan,Harlem,5740.0,40.80494,-73.94998,has_roofdeck,0.0
Machine Learning Engineer,Machine Learning and AI,247500.0,Mid-level,Full-time,In-person,Manhattan,Morningside Heights,3995.0,40.8063,-73.95985,no_fee,1.0
Data Scientist,Data Science and Research,215000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,3805.0,40.67096566560803,-73.97446284200116,has_gym,0.0
Data Scientist,Data Science and Research,140100.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,4200.0,40.66906,-73.93491,no_fee,0.0
Data Specialist,Data Management and Strategy,80000.0,Mid-level,Full-time,In-person,Brooklyn,Brooklyn Heights,6055.0,40.69923,-73.99402,min_to_subway,12.0
Data Integration Specialist,Data Management and Strategy,115000.0,Entry-level,Full-time,In-person,Manhattan,East Harlem,2000.0,40.78807,-73.95074,min_to_subway,2.0
