job_title,job_category,salary_in_usd,experience_level,employment_type,work_setting,neighbourhood_group,neighbourhood,rent,latitude,longitude,amenity,amenity_value
Business Intelligence Engineer,BI and Visualization,79600.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,3500.0,40.70139,-73.94499,no_fee,1.0
Business Intelligence Engineer,BI and Visualization,225000.0,Senior,Full-time,In-person,Manhattan,East Village,2950.0,40.72755,-73.97904,has_dishwasher,0.0
Data Engineer,Data Engineering,141000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,4050.0,40.67389,-73.97762,has_doorman,0.0
Data Analyst,Data Analysis,80800.0,Entry-level,Full-time,In-person,Manhattan,Financial District,4100.0,40.70779,-74.00805,has_elevator,0.0
Data Engineer,Data Engineering,219650.0,Executive,Full-time,Remote,Brooklyn,East New York,3675.0,40.67346,-73.87263,has_washer_dryer,0.0
Data Visualization Engineer,BI and Visualization,83900.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,2300.0,40.72542,-73.94072,bathrooms,1.0
Data Engineer,Data Engineering,129192.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,9000.0,40.70789,-73.94793,bathrooms,2.0
Analytics Engineer,Leadership and Management,160000.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,3610.0,40.66112,-73.99265,has_patio,0.0
Data Analyst,Data Analysis,67672.0,Mid-level,Full-time,In-person,Queens,Jamaica,2995.0,40.67144,-73.76501,has_patio,0.0
Data Scientist,Data Science and Research,129300.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,4686.0,40.68849,-73.94224,bedrooms,1.0
Analytics Engineer,Leadership and Management,172200.0,Mid-level,Full-time,Remote,Brooklyn,Sunset Park,5740.0,40.64009,-74.01714,has_washer_dryer,0.0
Research Scientist,Data Science and Research,240000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,14950.0,40.69832,-73.91336,has_doorman,0.0
BI Developer,BI and Visualization,85600.0,Entry-level,Full-time,In-person,Manhattan,East Harlem,11900.0,40.79161,-73.95006,has_roofdeck,0.0
Head of Data,Leadership and Management,269600.0,Executive,Full-time,Remote,Brooklyn,Crown Heights,3525.0,40.67284,-73.9521,has_doorman,1.0
Data Engineer,Data Engineering,106500.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2400.0,40.77743,-73.97691,size_sqft,500.0
Data Scientist,Data Science and Research,93300.0,Senior,Full-time,In-person,Manhattan,Washington Heights,4150.0,40.85036,-73.93841,has_doorman,0.0
Data Engineer,Data Engineering,130000.0,Mid-level,Full-time,Remote,Manhattan,East Village,5495.0,40.72877,-73.98566,floor,10.0
Research Scientist,Data Science and Research,76000.0,Mid-level,Full-time,In-person,Brooklyn,Prospect-Lefferts Gardens,10500.0,40.66255,-73.96284,has_doorman,0.0
Data Engineer,Data Engineering,181500.0,Senior,Full-time,In-person,Brooklyn,Kensington,4525.0,40.63957,-73.97163,has_dishwasher,0.0
Data Engineer,Data Engineering,104000.0,Mid-level,Full-time,In-person,Queens,Middle Village,5225.0,40.71567,-73.87842,has_washer_dryer,0.0
Applied Scientist,Data Science and Research,136000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,2850.0,40.76041,-73.9962,building_age_yrs,103.0
Data Analyst,Data Analysis,48585.0,Mid-level,Full-time,Remote,Brooklyn,Clinton Hill,3577.0,40.68415,-73.96138,bedrooms,1.0
Business Intelligence Engineer,BI and Visualization,204500.0,Senior,Full-time,Remote,Manhattan,Upper East Side,1800.0,40.77607,-73.94802,min_to_subway,4.0
Data Scientist,Data Science and Research,137500.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,5315.0,40.66776,-73.9588,size_sqft,1065.0
Business Intelligence Analyst,BI and Visualization,193600.0,Senior,Full-time,In-person,Manhattan,Midtown,8995.0,40.74455,-73.98478,floor,17.0
Machine Learning Engineer,Machine Learning and AI,330000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,5650.0,40.76878,-73.98719,has_doorman,0.0
Data Engineer,Data Engineering,255000.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,8500.0,40.65318,-74.00529,has_patio,0.0
Data Strategist,Data Architecture and Modeling,175000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,4400.0,40.68848,-73.97752,has_gym,0.0
Data Architect,Data Architecture and Modeling,150000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,1650.0,40.7794,-73.95096,min_to_subway,1.0
Data Scientist,Data Science and Research,185000.0,Mid-level,Full-time,In-person,Manhattan,East Village,5995.0,40.7295,-73.98623,size_sqft,1160.0
Data Scientist,Data Science and Research,127300.0,Senior,Full-time,In-person,Queens,Ditmars Steinway,5100.0,40.77539,-73.91709,has_washer_dryer,0.0
Machine Learning Engineer,Machine Learning and AI,153100.0,Senior,Full-time,Remote,Manhattan,Hell's Kitchen,5275.0,40.76477,-73.99507,has_patio,0.0
Data Engineer,Data Engineering,131300.0,Senior,Full-time,In-person,Manhattan,East Village,4595.0,40.72366,-73.97937,has_dishwasher,1.0
Data Analyst,Data Analysis,135000.0,Mid-level,Full-time,In-person,Brooklyn,Windsor Terrace,4565.0,40.64885,-73.97453,building_age_yrs,5.0
Data Analyst,Data Analysis,121000.0,Mid-level,Full-time,In-person,Brooklyn,Crown Heights,5500.0,40.66946,-73.94638,has_patio,0.0
Data Quality Engineer,Data Quality and Operations,121400.0,Senior,Full-time,In-person,Brooklyn,Bushwick,8750.0,40.70075,-73.9197,bedrooms,2.0
Data Scientist,Data Science and Research,155500.0,Senior,Full-time,In-person,Manhattan,Washington Heights,5100.0,40.84327,-73.9392,min_to_subway,2.0
Data Engineer,Data Engineering,193000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,3400.0,40.71411,-73.94263,min_to_subway,2.0
Data Analyst,Data Analysis,127876.0,Senior,Full-time,Remote,Brooklyn,Bushwick,1925.0,40.69838,-73.92995,has_elevator,0.0
Data Analyst,Data Analysis,55000.0,Senior,Full-time,Remote,Staten Island,Randall Manor,6200.0,40.63603,-74.0951,no_fee,0.0
Data Engineer,Data Engineering,199000.0,Senior,Full-time,In-person,Brooklyn,Clinton Hill,11750.0,40.69121,-73.96804,floor,11.0
Data Analyst,Data Analysis,74400.0,Senior,Full-time,Remote,Brooklyn,Clinton Hill,7995.0,40.69445,-73.96546,has_patio,1.0
Machine Learning Engineer,Machine Learning and AI,247500.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,3100.0,40.76511,-73.99419,building_age_yrs,30.0
Machine Learning Engineer,Machine Learning and AI,80000.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,4200.0,40.72278,-73.94239,has_roofdeck,1.0
Data Scientist,Data Science and Research,176000.0,Senior,Full-time,In-person,Bronx,Norwood,3230.0,40.87647,-73.87626,has_roofdeck,0.0
ML Engineer,Machine Learning and AI,270000.0,Senior,Full-time,Remote,Brooklyn,Flatbush,3200.0,40.65027,-73.96326,size_sqft,850.0
Data Science Consultant,Data Science and Research,90000.0,Senior,Full-time,In-person,Manhattan,Lower East Side,3950.0,40.72113,-73.98442,no_fee,0.0
Machine Learning Engineer,Machine Learning and AI,220000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,3497.0,40.70941,-73.95309,has_elevator,0.0
Data Scientist,Data Science and Research,215625.0,Senior,Full-time,Remote,Manhattan,Hell's Kitchen,4900.0,40.75825,-73.9944,has_doorman,0.0
Machine Learning Engineer,Machine Learning and AI,214500.0,Senior,Full-time,In-person,Manhattan,Harlem,4800.0,40.80709,-73.95119,min_to_subway,5.0
Data Scientist,Data Science and Research,125000.0,Senior,Full-time,Remote,Manhattan,SoHo,3650.0,40.72777,-74.00427,has_roofdeck,0.0
Data Scientist,Data Science and Research,101500.0,Senior,Full-time,In-person,Manhattan,Chinatown,3100.0,40.71575,-73.99401,has_dishwasher,1.0
Data Manager,Leadership and Management,115500.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,5897.0,40.71687,-73.95754,has_elevator,0.0
Data Engineer,Data Engineering,130000.0,Mid-level,Full-time,Remote,Manhattan,Flatiron District,3125.0,40.7408,-73.99065,no_fee,0.0
Data Engineer,Data Engineering,214500.0,Senior,Full-time,In-person,Manhattan,Midtown,5750.0,40.74331,-73.98351,bathrooms,2.0
Data Engineer,Data Engineering,115000.0,Senior,Full-time,In-person,Brooklyn,Brooklyn Heights,4145.0,40.69287,-73.99504,bedrooms,1.0
Applied Scientist,Data Science and Research,164000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,6700.0,40.76937,-73.94842,has_dishwasher,1.0
Business Intelligence Engineer,BI and Visualization,185000.0,Senior,Full-time,In-person,Brooklyn,Prospect-Lefferts Gardens,4195.0,40.65712,-73.96105,has_doorman,0.0
Data Engineer,Data Engineering,187000.0,Entry-level,Full-time,In-person,Manhattan,Financial District,2845.0,40.70979,-74.01309,has_patio,0.0
Data Scientist,Data Science and Research,212000.0,Mid-level,Full-time,In-person,Manhattan,Inwood,4140.0,40.86667,-73.91813,has_roofdeck,0.0
Data Engineer,Data Engineering,148500.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,5200.0,40.71204,-73.96459,no_fee,0.0
Data Scientist,Data Science and Research,166000.0,Mid-level,Full-time,In-person,Manhattan,Kips Bay,5500.0,40.73808,-73.98001,has_elevator,0.0
Data Scientist,Data Science and Research,205400.0,Senior,Full-time,In-person,Manhattan,Upper East Side,5600.0,40.77298,-73.95813,has_roofdeck,0.0
Data Scientist,Data Science and Research,215000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,5535.0,40.72113,-73.95658,size_sqft,971.0
Data Scientist,Data Science and Research,38868.0,Senior,Full-time,In-person,Manhattan,Upper West Side,2000.0,40.79861,-73.96793,has_roofdeck,0.0
Machine Learning Engineer,Machine Learning and AI,151100.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,1795.0,40.69061,-73.97346,has_dishwasher,0.0
Research Scientist,Data Science and Research,159300.0,Senior,Full-time,In-person,Manhattan,Harlem,7495.0,40.8073,-73.94771,min_to_subway,3.0
Data Scientist,Data Science and Research,208500.0,Senior,Full-time,In-person,Manhattan,Chelsea,5150.0,40.74336,-74.00198,has_doorman,0.0
Data Scientist,Data Science and Research,120000.0,Senior,Full-time,In-person,Brooklyn,Cobble Hill,4950.0,40.68759,-73.99754,building_age_yrs,86.0
Analytics Engineer,Leadership and Management,116710.0,Senior,Full-time,Remote,Manhattan,Harlem,2850.0,40.82837,-73.94757,has_roofdeck,1.0
Data Analyst,Data Analysis,100000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,3300.0,40.77613,-73.94872,building_age_yrs,86.0
Machine Learning Engineer,Machine Learning and AI,67672.0,Mid-level,Full-time,Remote,Brooklyn,Carroll Gardens,2125.0,40.68272,-73.99204,no_fee,0.0
Data Engineer,Data Engineering,183000.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4130.0,40.71598,-73.945,min_to_subway,10.0
Data Engineer,Data Engineering,150000.0,Senior,Full-time,Remote,Brooklyn,Sheepshead Bay,5500.0,40.5847,-73.94088,has_doorman,0.0
Machine Learning Engineer,Machine Learning and AI,216600.0,Senior,Full-time,In-person,Brooklyn,Prospect-Lefferts Gardens,3823.0,40.65958,-73.96118,min_to_subway,3.0
Data Quality Analyst,Data Quality and Operations,49216.0,Entry-level,Full-time,Remote,Brooklyn,Fort Greene,2350.0,40.6867,-73.97469,building_age_yrs,30.0
Data Scientist,Data Science and Research,116300.0,Senior,Full-time,In-person,Brooklyn,Crown Heights,10000.0,40.67719,-73.96266,has_patio,0.0
Data Specialist,Data Management and Strategy,87500.0,Mid-level,Full-time,Remote,Manhattan,Washington Heights,8000.0,40.83242,-73.93931,no_fee,0.0
AI Developer,Machine Learning and AI,192000.0,Senior,Full-time,In-person,Manhattan,Harlem,3620.0,40.80361,-73.95723,has_doorman,0.0
Data Analyst,Data Analysis,140000.0,Senior,Full-time,Remote,Manhattan,Greenwich Village,5200.0,40.73143,-74.00105,has_patio,0.0
Data Scientist,Data Science and Research,153600.0,Senior,Full-time,In-person,Brooklyn,Fort Greene,6000.0,40.69039,-73.97007,has_patio,0.0
Research Scientist,Data Science and Research,252990.0,Entry-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,4700.0,40.69863,-73.94397,has_doorman,0.0
Data Science Manager,Data Science and Research,152000.0,Senior,Full-time,Remote,Queens,Long Island City,1699.0,40.75279,-73.94089,no_fee,0.0
Business Intelligence Analyst,BI and Visualization,194500.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,2450.0,40.68225,-73.93207,floor,7.0
Data Engineer,Data Engineering,147100.0,Mid-level,Full-time,In-person,Queens,Astoria,2900.0,40.76271,-73.90882,building_age_yrs,115.0
Data Engineer,Data Engineering,174500.0,Executive,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,12900.0,40.68599,-73.95538,size_sqft,3000.0
Machine Learning Manager,Machine Learning and AI,129562.0,Senior,Full-time,Remote,Brooklyn,Gowanus,4200.0,40.6713,-73.99169,has_dishwasher,0.0
Data Engineer,Data Engineering,129192.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,9000.0,40.70789,-73.94793,size_sqft,1578.0
Data Engineer,Data Engineering,86250.0,Senior,Full-time,In-person,Manhattan,Upper East Side,8000.0,40.77547,-73.95127,floor,9.0
Data Scientist,Data Science and Research,225000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,4800.0,40.68834,-73.97321,has_patio,0.0
Data Scientist,Data Science and Research,140900.0,Senior,Full-time,Remote,Manhattan,Harlem,5495.0,40.79828,-73.95249,has_gym,0.0
Analytics Engineer,Leadership and Management,145000.0,Senior,Full-time,Remote,Manhattan,Midtown,6995.0,40.76267,-73.97997,has_doorman,0.0
Data Scientist,Data Science and Research,140000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,5995.0,40.67877,-73.97741,min_to_subway,5.0
Data Scientist,Data Science and Research,115000.0,Mid-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,3450.0,40.68245,-73.94407,has_roofdeck,1.0
Data Scientist,Data Science and Research,93400.0,Senior,Full-time,In-person,Brooklyn,Sunset Park,5600.0,40.66241,-73.99197,has_doorman,0.0
Data Scientist,Data Science and Research,359170.0,Senior,Full-time,In-person,Brooklyn,South Slope,3575.0,40.66264,-73.98254,has_doorman,0.0
Research Engineer,Data Science and Research,250000.0,Senior,Full-time,In-person,Queens,Elmhurst,3020.0,40.73619,-73.87359,has_elevator,0.0
Business Intelligence Engineer,BI and Visualization,155000.0,Senior,Full-time,Remote,Queens,Bellerose,3200.0,40.72415,-73.73002,no_fee,1.0
Data Engineer,Data Engineering,185000.0,Senior,Full-time,In-person,Brooklyn,Bushwick,7895.0,40.70363,-73.9135,bedrooms,2.0
Data Scientist,Data Science and Research,131200.0,Mid-level,Full-time,Remote,Manhattan,Greenwich Village,3450.0,40.73016,-73.99775,has_washer_dryer,0.0
Research Scientist,Data Science and Research,166000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,4850.0,40.68169,-73.9769,size_sqft,938.0
Data Analyst,Data Analysis,53120.0,Mid-level,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,8400.0,40.68542,-73.95762,has_roofdeck,0.0
Data Scientist,Data Science and Research,167310.0,Senior,Full-time,In-person,Brooklyn,Clinton Hill,3011.0,40.68236,-73.964,has_doorman,0.0
Data Science Manager,Data Science and Research,272400.0,Executive,Full-time,In-person,Brooklyn,Boerum Hill,4100.0,40.68821,-73.98371,has_washer_dryer,0.0
Data Engineer,Data Engineering,154000.0,Mid-level,Full-time,In-person,Manhattan,Chelsea,4120.0,40.74329,-74.00169,floor,12.0
Machine Learning Engineer,Machine Learning and AI,214500.0,Senior,Full-time,In-person,Manhattan,Harlem,4800.0,40.80709,-73.95119,has_washer_dryer,0.0
Data Analyst,Data Analysis,105000.0,Senior,Full-time,In-person,Queens,East Elmhurst,3100.0,40.75804,-73.89447,has_doorman,0.0
Applied Scientist,Data Science and Research,214000.0,Senior,Full-time,In-person,Manhattan,Harlem,5200.0,40.82554,-73.95315,has_roofdeck,1.0
Machine Learning Engineer,Machine Learning and AI,306400.0,Senior,Full-time,In-person,Brooklyn,Park Slope,3950.0,40.67487,-73.97637,min_to_subway,2.0
Data Engineer,Data Engineering,245000.0,Senior,Full-time,In-person,Brooklyn,Canarsie,6115.0,40.63241,-73.90313,bathrooms,2.0
Data Scientist,Data Science and Research,100400.0,Senior,Full-time,In-person,Manhattan,SoHo,5800.0,40.72493743896485,-73.9961929321289,bathrooms,1.0
BI Analyst,BI and Visualization,75000.0,Senior,Full-time,Remote,Manhattan,Washington Heights,11950.0,40.84224,-73.93704,has_dishwasher,0.0
Applied Scientist,Data Science and Research,230000.0,Senior,Full-time,Remote,Manhattan,Chelsea,7150.0,40.7399,-74.0021,min_to_subway,4.0
ML Engineer,Machine Learning and AI,198200.0,Senior,Full-time,Remote,Bronx,Mott Haven,3230.0,40.80899,-73.91489,has_elevator,0.0
Data Infrastructure Engineer,Data Engineering,300105.0,Senior,Full-time,In-person,Manhattan,Financial District,2500.0,40.70828,-74.01292,building_age_yrs,20.0
Data Engineer,Data Engineering,200000.0,Senior,Full-time,Remote,Manhattan,West Village,2975.0,40.73682,-74.0007,floor,2.0
Data Analyst,Data Analysis,75000.0,Senior,Full-time,In-person,Manhattan,Upper East Side,5200.0,40.77065,-73.95702,building_age_yrs,106.0
Data Engineer,Data Engineering,170000.0,Mid-level,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,2790.0,40.68905,-73.9541,bathrooms,1.0
Data Analyst,Data Analysis,369120.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,7495.0,40.70949,-73.96441,has_washer_dryer,0.0
Data Engineer,Data Engineering,168400.0,Senior,Full-time,In-person,Brooklyn,Prospect-Lefferts Gardens,2450.0,40.65833,-73.95196,floor,3.0
Data Scientist,Data Science and Research,265000.0,Senior,Full-time,Remote,Manhattan,Upper East Side,4250.0,40.77518,-73.95339,has_washer_dryer,0.0
Business Intelligence Engineer,BI and Visualization,104300.0,Senior,Full-time,In-person,Queens,Ridgewood,1850.0,40.70547,-73.91432,floor,3.0
AI Architect,Machine Learning and AI,330000.0,Senior,Full-time,In-person,Manhattan,Chinatown,3460.0,40.71389,-73.99641,has_dishwasher,1.0
Data Analyst,Data Analysis,150000.0,Senior,Full-time,Remote,Manhattan,Chelsea,5395.0,40.749454,-73.996483,has_doorman,0.0
Data Scientist,Data Science and Research,295490.0,Senior,Full-time,In-person,Manhattan,Upper West Side,7800.0,40.77334,-73.99031,has_patio,0.0
Data Strategist,Data Architecture and Modeling,175000.0,Senior,Full-time,Remote,Brooklyn,Fort Greene,4400.0,40.68848,-73.97752,has_roofdeck,0.0
Data Engineer,Data Engineering,180000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,4363.0,40.7074,-73.94605,no_fee,1.0
Business Intelligence Analyst,BI and Visualization,198200.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,15000.0,40.71955,-73.95471,bathrooms,3.0
Business Intelligence Analyst,BI and Visualization,176838.0,Senior,Full-time,In-person,Queens,Flushing,2650.0,40.76381,-73.83327,building_age_yrs,116.0
Data Analyst,Data Analysis,32974.0,Entry-level,Full-time,In-person,Manhattan,East Village,7700.0,40.72506,-73.97906,has_dishwasher,0.0
Data Engineer,Data Engineering,101570.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,3995.0,40.7104,-73.94984,no_fee,1.0
Data Analyst,Data Analysis,150000.0,Senior,Full-time,Remote,Brooklyn,Williamsburg,3295.0,40.71703,-73.95797,has_dishwasher,0.0
Data Lead,Leadership and Management,180000.0,Executive,Full-time,In-person,Brooklyn,Kensington,7500.0,40.6368,-73.9688,building_age_yrs,96.0
Data Scientist,Data Science and Research,70000.0,Entry-level,Full-time,In-person,Brooklyn,Park Slope,6075.0,40.68001,-73.97473,has_doorman,0.0
Data Engineer,Data Engineering,245000.0,Senior,Full-time,Remote,Manhattan,Civic Center,3922.0,40.71382,-74.00546,bathrooms,1.0
Data Engineer,Data Engineering,167500.0,Mid-level,Full-time,In-person,Brooklyn,Park Slope,2795.0,40.67907,-73.9767,has_doorman,0.0
Data Engineer,Data Engineering,247300.0,Senior,Full-time,In-person,Manhattan,Civic Center,4700.0,40.71602,-74.00464,has_dishwasher,1.0
Data Engineer,Data Engineering,88000.0,Mid-level,Full-time,In-person,Manhattan,Morningside Heights,5000.0,40.80349,-73.95851,has_patio,0.0
Applied Scientist,Data Science and Research,182750.0,Senior,Full-time,In-person,Manhattan,Harlem,11995.0,40.80454,-73.9462,size_sqft,1951.0
Data Scientist,Data Science and Research,80000.0,Senior,Full-time,Remote,Manhattan,East Village,4000.0,40.73046,-73.98181,has_washer_dryer,0.0
Data Engineer,Data Engineering,67056.0,Mid-level,Full-time,In-person,Manhattan,Upper West Side,3465.0,40.77832,-73.98442,min_to_subway,14.0
Business Intelligence Engineer,BI and Visualization,185000.0,Mid-level,Full-time,In-person,Brooklyn,Williamsburg,1750.0,40.71085,-73.96672,size_sqft,500.0
BI Developer,BI and Visualization,128000.0,Mid-level,Full-time,In-person,Brooklyn,Crown Heights,4965.0,40.67113,-73.96,has_elevator,0.0
Machine Learning Engineer,Machine Learning and AI,330000.0,Senior,Full-time,Remote,Brooklyn,Flatbush,2800.0,40.64543,-73.96223,has_elevator,0.0
Data Manager,Leadership and Management,80000.0,Mid-level,Full-time,In-person,Brooklyn,Sheepshead Bay,4650.0,40.60883,-73.94803,bedrooms,1.0
Data Scientist,Data Science and Research,111000.0,Senior,Full-time,In-person,Manhattan,NoHo,3900.0,40.72446,-73.99355,has_gym,0.0
Data Scientist,Data Science and Research,126900.0,Mid-level,Full-time,In-person,Brooklyn,Greenpoint,12000.0,40.72283,-73.93921,has_roofdeck,0.0
Data Engineer,Data Engineering,75000.0,Senior,Full-time,Remote,Brooklyn,Bedford-Stuyvesant,4000.0,40.68582,-73.95151,building_age_yrs,43.0
Data Analytics Manager,Leadership and Management,110000.0,Mid-level,Full-time,In-person,Brooklyn,Bushwick,9750.0,40.69553,-73.93009,building_age_yrs,10.0
Applied Scientist,Data Science and Research,136000.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,15000.0,40.73778,-73.95366,has_doorman,0.0
Data Science Lead,Data Science and Research,185900.0,Mid-level,Full-time,In-person,Brooklyn,Bushwick,1395.0,40.68696,-73.91698,has_dishwasher,0.0
Analytics Engineer,Leadership and Management,369120.0,Mid-level,Full-time,In-person,Queens,Astoria,8500.0,40.75563,-73.91747,has_roofdeck,0.0
Business Intelligence Analyst,BI and Visualization,100631.0,Mid-level,Full-time,In-person,Brooklyn,Flatbush,2600.0,40.64502,-73.9647,size_sqft,448.0
Decision Scientist,Data Science and Research,204500.0,Senior,Full-time,In-person,Brooklyn,Williamsburg,4500.0,40.71947,-73.94441,no_fee,0.0
Data Scientist,Data Science and Research,93400.0,Mid-level,Full-time,In-person,Brooklyn,Downtown Brooklyn,2795.0,40.69511,-73.98408,has_patio,0.0
Data Engineer,Data Engineering,115000.0,Senior,Full-time,Remote,Manhattan,East Village,3500.0,40.72865,-73.98849,has_dishwasher,0.0
Data Manager,Leadership and Management,233500.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,7800.0,40.68116,-73.92979,has_roofdeck,0.0
Data Analyst,Data Analysis,106000.0,Senior,Full-time,Remote,Manhattan,Chinatown,3300.0,40.71633,-73.99133,has_roofdeck,1.0
Data Scientist,Data Science and Research,157500.0,Senior,Full-time,Remote,Manhattan,Hell's Kitchen,7750.0,40.76858,-73.98704,bedrooms,2.0
Data Engineer,Data Engineering,173800.0,Senior,Full-time,In-person,Manhattan,Kips Bay,7250.0,40.7415,-73.97914,bedrooms,2.0
Data Scientist,Data Science and Research,162000.0,Senior,Full-time,Remote,Queens,Woodside,3055.0,40.74372,-73.90856,bedrooms,0.0
Data Engineer,Data Engineering,60000.0,Entry-level,Full-time,In-person,Brooklyn,Williamsburg,5200.0,40.71169,-73.94348,has_gym,0.0
Data Scientist,Data Science and Research,90000.0,Mid-level,Full-time,Remote,Brooklyn,Greenpoint,3197.0,40.72285,-73.94177,has_roofdeck,0.0
Business Intelligence Analyst,BI and Visualization,176838.0,Senior,Full-time,In-person,Queens,Flushing,2650.0,40.76381,-73.83327,has_gym,0.0
Research Analyst,Data Science and Research,58200.0,Entry-level,Full-time,In-person,Brooklyn,Williamsburg,5250.0,40.71838,-73.95617,has_elevator,0.0
Business Intelligence Engineer,BI and Visualization,202800.0,Senior,Full-time,In-person,Manhattan,Harlem,3400.0,40.82348,-73.95374,has_washer_dryer,0.0
Data Manager,Leadership and Management,68000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,4600.0,40.75386,-73.99289,has_elevator,1.0
Data Scientist,Data Science and Research,140000.0,Senior,Full-time,In-person,Brooklyn,Park Slope,5995.0,40.67877,-73.97741,size_sqft,1065.0
Data Engineer,Data Engineering,67056.0,Mid-level,Full-time,In-person,Queens,Woodhaven,7550.0,40.68939,-73.8519,has_elevator,1.0
Data Scientist,Data Science and Research,165000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,5000.0,40.76198,-73.99361,no_fee,0.0
Research Engineer,Data Science and Research,100000.0,Mid-level,Full-time,In-person,Manhattan,Upper East Side,3625.0,40.78041,-73.9608,has_gym,0.0
Data Scientist,Data Science and Research,222000.0,Senior,Full-time,In-person,Manhattan,Hell's Kitchen,2695.0,40.76375,-73.99271,has_elevator,0.0
Machine Learning Engineer,Machine Learning and AI,140100.0,Senior,Full-time,In-person,Queens,Astoria,7850.0,40.76523,-73.92812,no_fee,1.0
Data Analyst,Data Analysis,65000.0,Senior,Full-time,Remote,Manhattan,Chelsea,8975.0,40.75249,-74.00163,no_fee,0.0
Machine Learning Engineer,Machine Learning and AI,113900.0,Senior,Full-time,In-person,Manhattan,Upper East Side,5750.0,40.76842,-73.95532,min_to_subway,1.0
Machine Learning Engineer,Machine Learning and AI,160000.0,Executive,Full-time,Remote,Manhattan,Upper West Side,2750.0,40.77817,-73.97844,no_fee,0.0
Data Engineer,Data Engineering,126000.0,Senior,Full-time,Remote,Manhattan,East Village,4000.0,40.72499,-73.99198,has_washer_dryer,0.0
Data Engineer,Data Engineering,190000.0,Senior,Full-time,In-person,Brooklyn,Clinton Hill,4290.0,40.69613,-73.96585,has_patio,0.0
Machine Learning Engineer,Machine Learning and AI,294000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,3450.0,40.6805,-73.94885,bathrooms,1.0
Machine Learning Engineer,Machine Learning and AI,127000.0,Senior,Full-time,In-person,Manhattan,Washington Heights,3500.0,40.84037,-73.93859,has_doorman,1.0
Data Analyst,Data Analysis,120000.0,Senior,Full-time,Remote,Brooklyn,Prospect Heights,3500.0,40.67445,-73.96757,has_washer_dryer,0.0
Data Engineer,Data Engineering,245000.0,Senior,Full-time,In-person,Brooklyn,Greenpoint,9500.0,40.72718,-73.94193,floor,10.0
Machine Learning Engineer,Machine Learning and AI,142200.0,Mid-level,Full-time,In-person,Brooklyn,Crown Heights,1695.0,40.67301,-73.96093,bathrooms,1.0
Data Scientist,Data Science and Research,212000.0,Senior,Full-time,In-person,Manhattan,Upper West Side,5000.0,40.79455,-73.97188,floor,18.0
Data Engineer,Data Engineering,115000.0,Senior,Full-time,Remote,Manhattan,East Village,3500.0,40.72865,-73.98849,floor,5.0
Machine Learning Engineer,Machine Learning and AI,164000.0,Senior,Full-time,Remote,Brooklyn,Crown Heights,3995.0,40.67122,-73.95012,building_age_yrs,91.0
Data Engineer,Data Engineering,123000.0,Senior,Full-time,In-person,Brooklyn,Bedford-Stuyvesant,5995.0,40.68348,-73.92511,has_washer_dryer,0.0
